no.,mySUNI ID,Company,Title,Category,Level,Nickname,,,,,,,,,,,,,,,,,,
145,78068C39937C41C097EAA13EAB20CFFC20240624105625,SK텔레콤,Gen-AI Art Challenge 기획하고 실행하기!,질의,초급,활발한코딩초보3472,,,,,,,,,,,,,,,,,,
146,FBEA2DBBFD294F42AAD706BBFFA9021320240619141327,SK이노베이션,ChatGPT로 데이터전처리 및 시각화 하기,데이터분석,초급,냠냠,,,,,,,,,,,,,,,,,,
147,33E84BEE22AA4EF19077FE6CE241372020240709111503,부산도시가스,뉴스 기사 작성 시 생성형AI 활용,콘텐츠,초급,온몸이다아픔,,,,,,,,,,,,,,,,,,
148,2C49560EAE5748B89C9F0EBED1F936DB20240619154132,SK바이오사이언스,"ChatGPT 활용 간편 단어사전"" 프롬프트 템플릿""",자동화,초급,백령해병,,,,,,,,,,,,,,,,,,
149,D7D7760E163A4F9F8359F074E371E95420240619140011,SK텔레콤,SCM 공급망의 최근 뉴스기사 스크래핑을 통한 뉴스레터 발송 Tool,자동화,중급,BIC,,,,,,,,,,,,,,,,,,
150,1DEBB8C9489C41549001B98C3C76CD7C20240627145029,SK텔레콤,ESG 관련 뉴스 수집(600개 기사) -> 결과를 엑셀로 실행,자동화,초급,빈센트5004,,,,,,,,,,,,,,,,,,
151,EC722411A7E0420FBF27C3D573882F4C20240709143040,SK브로드밴드,ChatGPT의 도움으로 부족한 사례의 SSL인증서 오류 해결,질의,초급,배고픈코끼리,,,,,,,,,,,,,,,,,,
152,1DEBB8C9489C41549001B98C3C76CD7C20240627145029,SK텔레콤,주식의 배당금을 자동으로 불러오는 파이썬 코드 생성,일상,초급,빈센트5004,,,,,,,,,,,,,,,,,,
153,9C67A401B5134D649904F5645344006120240619170521,SK트레이딩인터내셔널,ChatGPT와 함께하는 재고평가 방법 구현 (FIFO/LiFO/...),자동화,초급,활동적인밤하늘5732,,,,,,,,,,,,,,,,,,
154,80455F0F391D467D9D26CCDCBC51EF9820240625092019,SK텔레콤,내 맘대로 자서전을 만들어 드립니다.,일상,초급,순대볶음,,,,,,,,,,,,,,,,,,
155,56C19A0D9406467D896AD61E834D52F920240627160727,SK바이오사이언스,AI 검색으로 실험 관련 참고 문헌 조사부터 요약까지 한큐에,질의,초급,가빈,,,,,,,,,,,,,,,,,,
156,301152F72D434D27BC07F723BEB74DB320240709155536,SK이노베이션,ChatGPT와 Power Automate를 활용한 업무 자동화,자동화,중급,일잘하고싶다,,,,,,,,,,,,,,,,,,
157,59DBA83FD3894C009267B5AF7448910B20240709172929,SK바이오사이언스,bing copliot을 이용한 문서 요약 정리,자동화,초급,활동적인코딩천재,,,,,,,,,,,,,,,,,,
158,B1045B4D3DE8416CA858B277EFE3B95D20240709105500,SK텔레콤,시도 영어로 번역이 되었네요,일상,초급,고산,,,,,,,,,,,,,,,,,,
159,8EC6770F6D3C478F8881C39567BAF0F220240625105501,SK머티리얼즈,[사과 메세지] 회식 후 만취 상황,일상,초급,쿠크다스바사삭,,,,,,,,,,,,,,,,,,
160,19354D7A01994DB595EACA6FFE5FAF3E20240628142915,SK텔레콤,멋진 댓글을 작성하고 싶어요! (베스트셀러 작가라구욧!),일상,초급,닉네임,,,,,,,,,,,,,,,,,,
161,062C64B8E7B7402FA5DD8823CC80225320240619132919,SK주식회사 C&C,Google Maps와 여행,일상,초급,David,,,,,,,,,,,,,,,,,,
162,FD89BE94224D4ACCA416B335DB1096B320240704085416,SK텔레콤,상황에 맞게 RM대응을 할 수 있는 조치방법 검색하기,질의,초급,Custos,,,,,,,,,,,,,,,,,,
163,183F2CE3F9714C73B878D090F09A4F1120240620090158,SK핀크스,"ChatGPT와 Zapier를 활용한 AI 업무 혁신""""",콘텐츠,초급,끊임없는기린7482,,,,,,,,,,,,,,,,,,
164,33721D37A6A44D3798BF94BD8724742F20240709080650,충청에너지서비스,Chat GPT 데이터분석 Tool을 활용한 '도시가스 판매량 예측',데이터분석,초급,크레마뇽2024,,,,,,,,,,,,,,,,,,
165,141BB381BCD346088340B41B1C47FF8020240709174005,SK에너지,RPA로 근무시간 입력 자동화,자동화,초급,다이아몬드,,,,,,,,,,,,,,,,,,
166,141BB381BCD346088340B41B1C47FF8020240709174005,SK에너지,RPA로 출입 신청 시 승인 자동화,자동화,초급,다이아몬드,,,,,,,,,,,,,,,,,,
167,141BB381BCD346088340B41B1C47FF8020240709174005,SK에너지,RPA로 점심식사(샐러드) 신청 자동화,일상,초급,다이아몬드,,,,,,,,,,,,,,,,,,
168,E7F9FD04B8164F98A3589FB48348DD6C20240708140332,SK텔레콤,하나의 콘텐츠를 SNS로 재확산하기,콘텐츠,중급,발빠른코딩보라9032,,,,,,,,,,,,,,,,,,
169,1462517A375A492FAE998F2C738D9C7420240624160409,SK하이닉스,자사 DEEPSEEK MODEL에 RAG 적용하기!!,챗봇/RAG,중급,적극적인해파리9283,,,,,,,,,,,,,,,,,,
170,141BB381BCD346088340B41B1C47FF8020240709174005,SK에너지,Power BI로 설비관리 시스템 Dashboard 구축,자동화,초급,다이아몬드,,,,,,,,,,,,,,,,,,
171,141BB381BCD346088340B41B1C47FF8020240709174005,SK에너지,생성형 Ai 이미지를 통한 홍보자료 생성,콘텐츠,초급,다이아몬드,,,,,,,,,,,,,,,,,,
172,DC38F3F4B90C427CBA99994FB0D2AB8320240708175100,SK에코엔지니어링,내가 사는 지역에서 우리 가족의 삶 이미지 생성,콘텐츠,초급,호기심많은코코폴리3125,,,,,,,,,,,,,,,,,,
173,E75F148798AA487288580458D1B478EE20240710113549,SK에너지,파이썬 코드 공부 시 ChatGPT 활용,자동화,초급,smart하게 만들어줘,,,,,,,,,,,,,,,,,,
174,44C3337C6BEA4195A3805D5A5A6F3FCB20240620124200,SK텔레콤,올 여름 디스코 소울 펑크로 타임 슬립,일상,초급,ho,,,,,,,,,,,,,,,,,,
175,27810BF1900B4516BC0C37F8781B012C20240626181608,행복나래,사회적 기업 홍보영상 제작하기,콘텐츠,중급,휴~그랜트,,,,,,,,,,,,,,,,,,
176,B9604C9DC327438DA4F68334B4DCEC9320240710102156,SK텔레콤,국가별 뉴스 기사 리서치 업무 자동화,자동화,중급,활기찬코딩러9834,,,,,,,,,,,,,,,,,,
177,3BAADA90E648456F86A63BB06ED3F7BF20240628172636,SK텔레콤,이미지분석으로 안전을 진단하여 안전사고를 예방,데이터분석,초급,활발한코마스터8742,,,,,,,,,,,,,,,,,,
178,012DF97580404C4996C15E5D4ED8E59920240701111145,SK이노베이션,생일 카드도 한번에 쉽게~,일상,초급,활발한호랑이77,,,,,,,,,,,,,,,,,,
179,8501DC7ADAA24D70AAA68F6115D9709C20240710155229,SK주식회사 C&C,정기적인 기술세션 계획 작성을 위한 ChatGPT 활용,질의,초급,블루타이거,,,,,,,,,,,,,,,,,,
180,2213E3B742AD42D7A6087368049F199A20240710160854,SK하이닉스,생성형 AI를 도입해서 투자수익 높여보기,일상,초급,비트코인,,,,,,,,,,,,,,,,,,
181,1E55634C70F34ECBA42D777FA47DDB5820240704150930,SK하이닉스,P&M기술 전용 Private LLM : Pandora AI,챗봇/RAG,고급,광동돼지감자,,,,,,,,,,,,,,,,,,
182,CE483C6602EE4AEA93611B98520779BC20240708193953,SK하이닉스,Hygpt를 활용한 TCAD EPM Calculator 개발,개발,중급,cjs6904,,,,,,,,,,,,,,,,,,
183,56B2EAEC26EB48BFA890458B3FE2F5AA20240708085615,SK하이닉스,GPT를 활용한 표준 용어 점검 개선,자동화,초급,신중한레몬3427,,,,,,,,,,,,,,,,,,
184,9B57001DA87E4D2494572D9998F562BE20240710175029,SK하이닉스,Spare Part 재고 관리 및 안전재고 확보 업무 효율화,자동화,초급,냐냐노냐,,,,,,,,,,,,,,,,,,
185,CF7F3ADD17B347F28C114A1D3BBC5E2720240705081322,SK하이닉스,인공지능과 함께하는 미래' 주제의 이미지 생성,콘텐츠,초급,활동적인토끼6578,,,,,,,,,,,,,,,,,,
186,682914BA68B0455CA8C1AAF6A215581020240620115334,SK텔레콤,이제 원하는 코드는  Chat GTP로  뚝딱 ~  HeatMap 만들기,자동화,초급,신중한밤하늘8472,,,,,,,,,,,,,,,,,,
187,EC1CF9505D4441038DA4EC789D4A882220240627071901,SK텔레콤,신규 사업발굴의 든든한 파트너 My GPT !!,질의,초급,신나게놀아볼까?,,,,,,,,,,,,,,,,,,
188,B46B29F4A345472A89D323B5162D10C420240604143644,SK하이닉스,AI 기반 제조 UI 개발을 통해 Smart Factory 고도화 추진,자동화,중급,best,,,,,,,,,,,,,,,,,,
189,B36B9090D34441AD84CC0301B6C84CEC20240624231136,SK케미칼,ChatGPT를 활용한 엑셀(VBA) & SAP ERP 데이터 등록,자동화,초급,blue0082,,,,,,,,,,,,,,,,,,
190,39655FA534B342EDA34B39CC6312EC1520240628155727,SK텔레콤,생성형 AI 활용 신입 구성원 전문 지식 습득 및 AI 지식 자산화,콘텐츠,초급,마이쏘니,,,,,,,,,,,,,,,,,,
191,3B03050D06D94080BE6FA723E4ACC3A820240705084233,SK하이닉스,ChatGPT(HyGpt)를 통한 반도체 장비 대수 산출 Web개발,자동화,중급,아메들고걷자,,,,,,,,,,,,,,,,,,
192,2ABEBCE833C24910AC59BDA3C18E127C20240705112339,SK하이닉스,chatGPT를 활용한 코딩 작업 효율화 사례,자동화,초급,활발한기술자789,,,,,,,,,,,,,,,,,,
193,8B53122B6EF2439792ADB49A9FCF55ED20240711075119,SK하이닉스,전문 디자이너없이 NO저작권 로고/단체복 제작하기,일상,초급,코딩하는고라니,,,,,,,,,,,,,,,,,,
194,106248E47CA54771BC2F69A0F5343A0220240711084809,SK하이닉스,Inline 진행 source 및 계측 data 정리 및 시각화 자동화,자동화,초급,2066151,,,,,,,,,,,,,,,,,,
195,B7E9FA1B8CAE4886B025DA507307011420240709091247,SK하이닉스,업무효율을 위한 Portal Site 제작,개발,중급,코딩이어려워요,,,,,,,,,,,,,,,,,,
196,9AC57475A45E48CF92AAF928460AE84B20240708150544,SK하이닉스,사내 GPT 를 활용하여 Python Code 최적화 및 속도개선한 사례,자동화,초급,산삼크런치,,,,,,,,,,,,,,,,,,
197,ADB79AFF67D7443C9814E52FE3DED5B420240711091701,SK하이닉스,코파일럿을 이용한 기술리포트 연구개발 시사점 도출,질의,초급,강인한합리주의자,,,,,,,,,,,,,,,,,,
198,0A51CB92F32648B4948AC86C3EDBE4B720240705080044,SK하이닉스,안전보건교육의 해결사: 생성형 AI로 정기안전보건 시험 통과하기,챗봇/RAG,초급,Charlie,,,,,,,,,,,,,,,,,,
199,14C0B2FCA768486CA8DCD0602B0BF7FA20240708125250,SK텔레콤,"홍수대비 안전 포스터,표어,홍보송 제작",콘텐츠,초급,명확한도도5221,,,,,,,,,,,,,,,,,,
200,A669274836B94C74BFE120A923F7E02D20240625184828,SK에코엔지니어링,ChatGPT를 활용한 프로젝트 성과품 작성,질의,초급,활발한데이터8207,,,,,,,,,,,,,,,,,,
201,402E50A058E34A58977D5F4F16BBC41820240711141503,SK하이닉스,계약 Data 기반으로 월별 소요 비용 자동 계산 프로그램 작성,개발,중급,쉼터,,,,,,,,,,,,,,,,,,
202,C6BEE79E11CC4F918E308B2FD39A81E720240705114633,SK하이닉스,Streamlit 웹앱으로 데이터 분석 및 시각화하여 업무 효율성 높이기,개발,중급,활기찬코끼리3275,,,,,,,,,,,,,,,,,,
203,5C6E408ECA014FE2B0A33FA270DF060B20240705141131,SK텔레콤,ChatGPT로 RPA 초급자가 중급자로 둔갑하기,자동화,중급,베스트초이스,,,,,,,,,,,,,,,,,,
204,48D16169E9E24F82AD3184978354FC2C20240709100412,SK텔레콤,무엇이든 물어보세요 A to Z,챗봇/RAG,중급,코딩찐따,,,,,,,,,,,,,,,,,,
205,A307C9579216439EBB8EA2A41775A6F320240626175815,SK케미칼,생성형 AI를 이용한 영입구성원 과정 과제 수행,자동화,초급,지혜로운고슴도치,,,,,,,,,,,,,,,,,,
206,2C49560EAE5748B89C9F0EBED1F936DB20240619154132,SK바이오사이언스,"ChatGPT 국어 맞춤법/띄어쓰기 검사"" 프롬프트 템플릿""",질의,초급,백령해병,,,,,,,,,,,,,,,,,,
207,2AEABF7219F34173B4806B50AC62321220240708110402,SK텔레콤,코딩 한 줄 없이 프로야구 챗봇 만들기,일상,중급,설탕무,,,,,,,,,,,,,,,,,,
208,3BCA671CF5AD4BD391E226BD9922E1AD20240619132353,SK텔레콤,TOEIC 공부를 쉽게 해주는 GPT,일상,초급,핼리포터,,,,,,,,,,,,,,,,,,
209,CAA382CB7B204322B77D030AFC8DDB6220240711170703,SK온,생성형 AI를 통한 경제 분석,데이터분석,초급,여우,,,,,,,,,,,,,,,,,,
210,05536F05BEE34A4AB38A625740BFC62A20240624160641,SK텔레콤,공급사 주가 급변동 시 챗GPT가 최신 뉴스 분석하여 메일 자동 송부,자동화,중급,신속한바나나2025,,,,,,,,,,,,,,,,,,
211,9B683471916C489FAD0F767D2C2E911120240710085707,SK텔레콤,생성형 AI를 활용한 쉬운 특정분야 자료 리서치 방법 3가지,챗봇/RAG,초급,캐서린,,,,,,,,,,,,,,,,,,
212,8AC3A0EB5C874D6DBCE921F05E801EE420240711184019,SK텔레콤,YouTube 콘텐츠 Title&Description 작성 프로그램,개발,중급,yorijori,,,,,,,,,,,,,,,,,,
213,6886D13F38BE443EB62BF35461C90BE820240711180254,SK텔레콤,문과생도 쉽게! ✨ ChatGPT로 경쟁사 이벤트 실시간 캐치하기 ,자동화,중급,용감한소나무,,,,,,,,,,,,,,,,,,
214,75368ED720184D9CB37EA2E298D7F7A420240705105811,SK하이닉스,HTML 하나도 몰라도 WEB Page 만들기,개발,초급,활동적인코딩맨,,,,,,,,,,,,,,,,,,
215,E63969486709455088B99BA7FFAC9E7E20240704141333,SK하이닉스,Verilog 코딩 - LUT Generate 자동화,자동화,초급,발빠른호랑이9812,,,,,,,,,,,,,,,,,,
216,B1063123D0D1418DA6711A8A718CC94E20240628130528,SK텔레콤,총액매출? 순액매출? AI가 알려드립니다!,개발,중급,피터린치,,,,,,,,,,,,,,,,,,
217,E6D074C50FF042D6BB2C23913D97C5AC20240625080709,SK어스온,생성형 AI(ChatGPT)를 활용한 Digital Resume제작,개발,중급,jdyang88,,,,,,,,,,,,,,,,,,
218,40401CD49B2243F18E29348E706B1DA820240619132556,SK브로드밴드,"OpenSource를 구축, 배우며 만들어 보는 회의록 요약 서비스",챗봇/RAG,중급,좋아좋아,,,,,,,,,,,,,,,,,,
219,D1AEF036B5664D948DC4F1083CC4F1E920240712000349,SK텔레콤,산업 기술 분석 및  프레젠테이션 자동화 AI 도구,자동화,중급,신중한코딩마스터5782,,,,,,,,,,,,,,,,,,
220,39E671E3EA174A9098DE40CE79603A1820240620134301,SK브로드밴드,디지털 커뮤니케이션 全업무 영역에 AI 활용,콘텐츠,고급,랜선걸,,,,,,,,,,,,,,,,,,
221,BBD3DBA9251C40C4A91C0E3AFB192FD220240712114628,SK하이닉스,Python 비동기 코드 도움받아서 비동기압축 함수 만들기!,개발,초급,활발한코스모0347,,,,,,,,,,,,,,,,,,
222,EB55C34048BD4659BA8F9015A344A02B20240628123351,SK하이닉스,Raw Data 전처리 후 수율 데이터 자동화 코드 구현,자동화,중급,신중한도깨비2947,,,,,,,,,,,,,,,,,,
223,D86657E819E84226B15EF6000CA06F9920240619174307,SK텔레콤,여름 휴가 계획 세우기,일상,초급,용감한코드천사3421,,,,,,,,,,,,,,,,,,
224,82BDB66125E84D9291A96B03E362A16620240703124732,SK매직,AI 툴을 활용한 UX 리서치와 퍼소나 설정하기,자동화,중급,책임감이있는푸른별1923,,,,,,,,,,,,,,,,,,
225,1DE9428A4BD74A469F1106AC057457B720240711081043,SK하이닉스,생성형AI Google Bard와 Telegram bot을 연계 타로점,일상,중급,창의적인나비1234,,,,,,,,,,,,,,,,,,
226,851CD49F6347497D96B7234AD80A827220240619151925,SK이노베이션,Playground를 이용한 외국어 역량 향상,일상,초급,lll,,,,,,,,,,,,,,,,,,
227,EE1FDBAC820E4ED3A2BA9464E91927C220240712142653,SK에너지,"혁신기술실 안전캠페인 영상, 포스터, 스티커 작성",콘텐츠,중급,SP팀 화이팅~,,,,,,,,,,,,,,,,,,
228,4D3FB7A1E50447939BFDE069504B0CFE20240705152711,SK하이닉스,HyGPT를 활용한 이미지 자동 계측 시스템 개발 시간 단축,데이터분석,중급,활동적인코딩마스터1924,,,,,,,,,,,,,,,,,,
229,EE1FDBAC820E4ED3A2BA9464E91927C220240712142653,SK에너지,엑셀 데이터 분석 챗봇 제작,개발,고급,SP팀 화이팅~,,,,,,,,,,,,,,,,,,
230,A947CC96527849EA9C4C16A06E0E587820240620153304,SK텔레콤,프로젝트 관리와 코딩을 같이 해주는 CodeMate,챗봇/RAG,고급,열정적인고구마피자,,,,,,,,,,,,,,,,,,
231,418E3D8CBB95443997301000B5F2659820240627165003,SK 에코플랜트,"AI 기술로 발파진동 예측하고, 터널 설계 자동화",질의,초급,에코abs,,,,,,,,,,,,,,,,,,
232,610A01CFC8844AF8A747312F0A008D0020240628162805,SK텔레콤,Private 5G network Chatbot,챗봇/RAG,중급,sysone011,,,,,,,,,,,,,,,,,,
233,8D5659AC213F4F90B8643B0A58B8AB8820240619175129,SK텔레콤,내가 좋아하는 노래들과 같은 코드 진행을 하는 노래 찾아보기,일상,초급,보노보노브라더,,,,,,,,,,,,,,,,,,
234,DEE9C66ACAC9434ABCD7831A39FFB67120240620153236,SK텔레콤,"현장도 안가고, 돈도 안쓰고, 1주일만에 부동산 자산 주소 현행화 완료",개발,중급,활기찬데이터1098,,,,,,,,,,,,,,,,,,
235,39432C4E35EE46E28FA0CF0F7BB9C4C120240711215641,SK주식회사 C&C,Product Scene Maker: AI로 만드는 맞춤형 상품 배경,콘텐츠,중급,밍,,,,,,,,,,,,,,,,,,
236,492CF122DA7440CB82C1686EB377D06920240619151234,SK주식회사 C&C,AI Agent로 블로그 초안 만들기,챗봇/RAG,중급,활발한코딩러9567,,,,,,,,,,,,,,,,,,
237,C3416DAB3AA34BB091683C0CA573BB1B20240712190807,SK하이닉스,장비 생산성 분석을 위한 데이터 분석 Tool 구현,데이터분석,초급,활발한기술자3521,,,,,,,,,,,,,,,,,,
238,6F6CA9AF99EC427FADD280B6231D70AE20240626121631,SK하이닉스,ChatGPT를 활용한 Layout Editor 개발,개발,초급,히게,,,,,,,,,,,,,,,,,,
239,22F2139A4855439891B928F28A36DEDC20240709101746,SK하이닉스,Manual 관리하던 Data를 AI를 통해 자동화 관리하기!,개발,초급,마마마바바,,,,,,,,,,,,,,,,,,
240,581593FC84C24E6A88AA591EBB19E9D720240711114210,SK하이닉스,ChatGPT를 통한 화학반응 예측,데이터분석,초급,꿈과희망,,,,,,,,,,,,,,,,,,
241,F2D8B0753398466BBB30B155A7F115BD20240627091347,SK바이오사이언스,Perplexity로 식당 추천,일상,초급,겸손한블루파이5623,,,,,,,,,,,,,,,,,,
242,E59AB58D80CE4970AA96A823E2F0F97E20240709065538,SK주식회사 C&C,"ChatGPT, 라이선스 취득 학습 활용 사례",콘텐츠,초급,행복토리,,,,,,,,,,,,,,,,,,
243,F73BCD5DF7DC4323A4F6ECC4FF48F6DA20240619152837,SK이노베이션,Safety Talk 주제 탐색,콘텐츠,초급,SHE 꿈나무,,,,,,,,,,,,,,,,,,
244,C993F6762EF04E618C8F0D62501D86D820240619132540,SK브로드밴드,10분만에 완성하는 생성형AI로 광고용 콘티 만들기,콘텐츠,초급,후홍몽,,,,,,,,,,,,,,,,,,
